"score","com","name","entity","cell_type"
0.000539112587054646,4,"Pigk","gene","Bcell"
6.44105684905529e-05,3,"Pkn2","gene","Bcell"
0.000221214469617911,4,"Ppp5c","gene","Bcell"
0.000160810485491158,3,"Psmb6","gene","Bcell"
9.20737047046657e-05,1,"Psmd8","gene","Bcell"
0.00033551639171273,1,"Rad52","gene","Bcell"
0.00111606318582383,2,"Ralgapa1","gene","Bcell"
6.68164774222062e-05,1,"Rbm33","gene","Bcell"
5.31391459829628e-05,3,"Riok2","gene","Bcell"
0.000587128842118827,4,"Rnf111","gene","Bcell"
0.00015533255831936,1,"Rnf139","gene","Bcell"
0.000331065111723024,2,"Rps16","gene","Bcell"
0.000172256226328491,1,"Rps6kl1","gene","Bcell"
0.00212526638149457,3,"Runx1","TF","Bcell"
0.000115674773257649,1,"Runx1","gene","Bcell"
0.000179027249858777,3,"Sars2","gene","Bcell"
0.000120525133561132,1,"Selenof","gene","Bcell"
7.16299522816807e-05,1,"Senp8","gene","Bcell"
0.000127648780040597,3,"Set","gene","Bcell"
0.00159077454104119,1,"Setbp1","TF","Bcell"
5.93616990069529e-05,1,"Setbp1","gene","Bcell"
0.000154047386161925,1,"Sfr1","gene","Bcell"
6.01791194851261e-05,1,"Slc31a1","gene","Bcell"
0.000229366635469161,1,"Supt5","gene","Bcell"
0.000183044917685651,1,"Taf13","gene","Bcell"
5.83803587802029e-05,3,"Taf1a","gene","Bcell"
0.000659923862155063,4,"Taf5","gene","Bcell"
7.18157900186511e-05,1,"Taz","gene","Bcell"
4.63694941681514e-05,1,"Tbc1d23","gene","Bcell"
0.000389952731460969,3,"Tbc1d8","gene","Bcell"
0.000133332376407652,1,"Tcea1","gene","Bcell"
0.0032353987368268,3,"Tcf4","TF","Bcell"
0.000495610356085507,2,"Tcf4","gene","Bcell"
0.000190509768944849,1,"Tgds","gene","Bcell"
6.036812165267e-05,1,"Timm23","gene","Bcell"
0.000144015710547478,3,"Tmem177","gene","Bcell"
0.000139462043970336,1,"Tmtc3","gene","Bcell"
0.000305853381830922,1,"Tomm7","gene","Bcell"
0.000166960738511172,3,"Trappc5","gene","Bcell"
3.80017921476038e-05,1,"Tsen2","gene","Bcell"
9.57303118812227e-05,3,"Ttc23","gene","Bcell"
0.000266140436348177,4,"Tti2","gene","Bcell"
2.39694136385911e-05,3,"Tube1","gene","Bcell"
0.000254234500927856,1,"Txnl1","gene","Bcell"
0.000114432286359436,1,"Ubr1","gene","Bcell"
5.6564987756469e-05,1,"Usp31","gene","Bcell"
6.65316442710382e-05,1,"Usp48","gene","Bcell"
2.95284856590022e-05,1,"Utp14a","gene","Bcell"
6.92010263702371e-05,1,"Utp14b","gene","Bcell"
0.00010132158268332,1,"Utp25","gene","Bcell"
5.42587471000426e-05,3,"Vamp8","gene","Bcell"
0.000337192780273862,4,"Wdr7","gene","Bcell"
7.46401516825857e-05,3,"Zc3h10","gene","Bcell"
0.000169605510990788,1,"Zc3h15","gene","Bcell"
0.00254688443879824,3,"Zeb1","TF","Bcell"
7.7465080253825e-05,1,"Zeb1","gene","Bcell"
2.92168942132391e-05,1,"Zfp330","gene","Bcell"
0.000524916954234625,4,"Zmat2","gene","Bcell"
5.41671760097294e-05,1,"Znhit6","gene","Bcell"
7.74978589797831e-05,1,"Zzef1","gene","Bcell"
3.60156094753062e-05,3,"1700016H13Rik","gene","CDIC typeA"
2.10679392116046e-05,1,"2510039O18Rik","gene","CDIC typeA"
0.00098129399296763,2,"4922502D21Rik","gene","CDIC typeA"
0.000192096235569959,3,"4930579G24Rik","gene","CDIC typeA"
0.000291380634072404,1,"Aasdh","gene","CDIC typeA"
0.000402615579738844,2,"Abcc10","gene","CDIC typeA"
0.000115029012010251,3,"Abt1","gene","CDIC typeA"
1.58642473634254e-05,3,"Aff1","gene","CDIC typeA"
0.000607000617077306,4,"Anapc7","gene","CDIC typeA"
3.74360084900247e-05,1,"Anp32a","gene","CDIC typeA"
0.00158517450025702,1,"Apex1","TF","CDIC typeA"
0.00157631226362566,4,"Apex1","gene","CDIC typeA"
5.30685343053903e-05,3,"Apopt1","gene","CDIC typeA"
0.00112871732129196,4,"Arl5b","gene","CDIC typeA"
4.30416485431284e-05,3,"Asb7","gene","CDIC typeA"
3.41221346945244e-05,1,"Bag5","gene","CDIC typeA"
0.00300829235027815,3,"Bcl11a","TF","CDIC typeA"
5.61338936484135e-05,1,"Bcl11a","gene","CDIC typeA"
4.28304686165202e-05,1,"Bet1l","gene","CDIC typeA"
9.8931673847014e-05,3,"Bmp5","gene","CDIC typeA"
0.00170357987551857,1,"Brca1","TF","CDIC typeA"
0.000412123714698043,1,"Brca1","gene","CDIC typeA"
0.000964786675684517,2,"Casc1","gene","CDIC typeA"
2.76689050041522e-05,3,"Ccdc174","gene","CDIC typeA"
0.000597447385303808,2,"Ccdc184","gene","CDIC typeA"
0.000551487987896639,4,"Cdk8","gene","CDIC typeA"
1.42349664218395e-05,1,"Cdkn2c","gene","CDIC typeA"
0.000663035989857638,1,"Cebpb","TF","CDIC typeA"
0.000342942231519071,1,"Cebpb","gene","CDIC typeA"
6.24733365594222e-05,3,"Cep192","gene","CDIC typeA"
1.05302741228049e-05,3,"Cep290","gene","CDIC typeA"
2.38449752852138e-05,1,"Cept1","gene","CDIC typeA"
0.000265149988713514,1,"Chek1","gene","CDIC typeA"
6.64475535764682e-05,3,"Cherp","gene","CDIC typeA"
0.000104711594230411,4,"Ciao3","gene","CDIC typeA"
5.753087065878e-06,1,"Clec16a","gene","CDIC typeA"
0.000181866221357345,3,"Cnih2","gene","CDIC typeA"
0.000212291880666116,3,"Cnpy1","gene","CDIC typeA"
0.000395727162783587,3,"Cox4i1","gene","CDIC typeA"
0.000508644564663407,4,"Crls1","gene","CDIC typeA"
0.000506710063198784,2,"Ctnnbl1","gene","CDIC typeA"
0.000396617703636275,4,"Cwf19l2","gene","CDIC typeA"
1.23150356534102e-05,1,"Cyb5d2","gene","CDIC typeA"
0.000400885995437948,1,"Czib","gene","CDIC typeA"
5.40345095879723e-05,3,"D230025D16Rik","gene","CDIC typeA"
0.000590587486216075,2,"Dcaf8","gene","CDIC typeA"
1.11317019803335e-05,3,"Ddi2","gene","CDIC typeA"
0.000408361067638982,3,"Dgcr6","gene","CDIC typeA"
1.64863863790185e-05,1,"Dlat","gene","CDIC typeA"
7.07983718666406e-05,3,"Dnajc19","gene","CDIC typeA"
0.000354043404048712,4,"Dntt","gene","CDIC typeA"
0.000358335922912577,1,"Dph5","gene","CDIC typeA"
3.23384621099794e-05,1,"Dpy30","gene","CDIC typeA"
5.37404420969424e-05,3,"Dram2","gene","CDIC typeA"
0.00142813125306502,3,"E4f1","TF","CDIC typeA"
0.000411869256249905,4,"E4f1","gene","CDIC typeA"
8.04188231248553e-05,1,"Eed","gene","CDIC typeA"
5.53581222821789e-05,1,"Eef1g","gene","CDIC typeA"
5.2128465941812e-05,3,"Eif3d","gene","CDIC typeA"
0.00111083024937953,4,"Eif3k","gene","CDIC typeA"
0.000326447828539039,1,"Eif4a2","gene","CDIC typeA"
3.62015557706368e-05,1,"Eif4b","gene","CDIC typeA"
0.00150755385447248,1,"Elp3","TF","CDIC typeA"
1.12619990581396e-05,3,"Elp3","gene","CDIC typeA"
0.000159969784958822,3,"Emc8","gene","CDIC typeA"
1.82442589529504e-05,1,"Epc2","gene","CDIC typeA"
8.82285738018726e-06,3,"Eprs","gene","CDIC typeA"
3.60372565473206e-05,1,"Esyt1","gene","CDIC typeA"
0.000305375225520074,1,"Etfdh","gene","CDIC typeA"
0.000356599331441499,1,"Etfrf1","gene","CDIC typeA"
8.9622032779069e-06,1,"Faap100","gene","CDIC typeA"
0.000922849646264314,4,"Faf1","gene","CDIC typeA"
0.000190884443913781,1,"Fam174b","gene","CDIC typeA"
0.00033102228901275,1,"Fam229b","gene","CDIC typeA"
2.20032330758511e-05,3,"Fkbp15","gene","CDIC typeA"
4.1026508704531e-05,1,"Fktn","gene","CDIC typeA"
4.60083865831942e-05,1,"Ggcx","gene","CDIC typeA"
0.000632415275674922,2,"Gm156","gene","CDIC typeA"
8.17037972590041e-05,1,"Gnl3","gene","CDIC typeA"
0.000232260015749088,1,"Golga7","gene","CDIC typeA"
9.05859348840252e-06,3,"H13","gene","CDIC typeA"
0.000372543009157913,1,"Hax1","gene","CDIC typeA"
0.000848269775648581,1,"Hmga1","TF","CDIC typeA"
0.00019908294062007,3,"Hmga1","gene","CDIC typeA"
0.000212727791064146,1,"Hmga1b","gene","CDIC typeA"
0.00123878828081572,1,"Hoxa10","TF","CDIC typeA"
0.000391131992541459,1,"Hoxa10","gene","CDIC typeA"
0.00133997503585187,1,"Hoxa9","TF","CDIC typeA"
7.01431134151407e-06,1,"Hoxa9","gene","CDIC typeA"
6.43096027262725e-05,1,"Hs2st1","gene","CDIC typeA"
0.000304698269216273,1,"Ift122","gene","CDIC typeA"
2.90731869421196e-05,1,"Ipo8","gene","CDIC typeA"
1.80611705385162e-05,3,"Itfg1","gene","CDIC typeA"
0.000208358904510305,3,"Kif1bp","gene","CDIC typeA"
1.49543901172713e-05,3,"Klc1","gene","CDIC typeA"
4.55273117470467e-06,1,"Klhdc9","gene","CDIC typeA"
0.000194955874966566,1,"Klre1","gene","CDIC typeA"
0.000473665347381806,2,"Klri1","gene","CDIC typeA"
0.000543063639430255,2,"Klri2","gene","CDIC typeA"
1.81165367846143e-05,1,"Kmt2a","gene","CDIC typeA"
0.000270594088750234,2,"Leo1","gene","CDIC typeA"
8.89317313301944e-05,3,"Lins1","gene","CDIC typeA"
7.20504585634902e-06,1,"Lrrcc1","gene","CDIC typeA"
0.000280114447935313,1,"Lsm4","gene","CDIC typeA"
0.000175710871465394,3,"Map4k1","gene","CDIC typeA"
2.03587568514615e-05,1,"Mbd4","gene","CDIC typeA"
0.000622876458761263,2,"Mcts1","gene","CDIC typeA"
0.00152987750356994,1,"Med1","TF","CDIC typeA"
0.000258118047772392,2,"Med1","gene","CDIC typeA"
5.76416944043649e-05,1,"Med29","gene","CDIC typeA"
0.000340875114880179,1,"Mef2c","TF","CDIC typeA"
0.00035192011335293,3,"Mef2c","gene","CDIC typeA"
0.000145697854716474,3,"Mks1","gene","CDIC typeA"
-0.000193849001787001,2,"Mpc1","gene","CDIC typeA"
0.000362652751463205,1,"Mpnd","gene","CDIC typeA"
0.00024493015469139,2,"Mrfap1","gene","CDIC typeA"
0.000175741349200046,3,"Mrpl15","gene","CDIC typeA"
6.08325666080388e-05,1,"Mrps12","gene","CDIC typeA"
0.000103995756963857,1,"Mrps16","gene","CDIC typeA"
0.000712069336706473,3,"Myb","TF","CDIC typeA"
0.0001161323262431,3,"Myb","gene","CDIC typeA"
0.0258040316539283,4,"Myc","TF","CDIC typeA"
0.000223967012423694,1,"Myc","gene","CDIC typeA"
1.69943407270154e-05,3,"Myo9a","gene","CDIC typeA"
0.00189259741974939,3,"Mzf1","TF","CDIC typeA"
0.000217803125777638,1,"Mzf1","gene","CDIC typeA"
4.65811433994344e-05,3,"Naa30","gene","CDIC typeA"
0.000231989182919494,2,"Naaladl2","gene","CDIC typeA"
3.20553821298918e-05,3,"Nap1l2","gene","CDIC typeA"
8.72538678632868e-06,3,"Nbr1","gene","CDIC typeA"
0.00163375630390732,1,"Ncoa5","TF","CDIC typeA"
1.91982022450756e-05,1,"Ncoa5","gene","CDIC typeA"
0.000348721240998232,1,"Ndfip2","gene","CDIC typeA"
6.18385410363769e-05,3,"Ndufab1","gene","CDIC typeA"
1.34521027017537e-05,3,"Ndufs5","gene","CDIC typeA"
0.000364580369069969,1,"Neurl4","gene","CDIC typeA"
0.000338333842046717,1,"Nme1","gene","CDIC typeA"
0.00029168951025863,3,"Nol6","gene","CDIC typeA"
1.66433528445517e-05,3,"Nrap","gene","CDIC typeA"
0.000218613350067919,3,"Nsun5","gene","CDIC typeA"
0.000199440035188625,3,"Nsun6","gene","CDIC typeA"
8.87972011784604e-05,3,"Nudt9","gene","CDIC typeA"
9.64340889901197e-05,3,"Paf1","gene","CDIC typeA"
9.68833747124043e-06,1,"Parg","gene","CDIC typeA"
0.0016678436040507,1,"Parp1","TF","CDIC typeA"
0.000254041381303358,1,"Parp1","gene","CDIC typeA"
0.00168001272739676,1,"Pbrm1","TF","CDIC typeA"
8.69945118306317e-06,1,"Pbrm1","gene","CDIC typeA"
4.48036690984905e-05,1,"Pcnx4","gene","CDIC typeA"
1.24159799662965e-05,3,"Pde4d","gene","CDIC typeA"
7.48308729932491e-06,1,"Pdpr","gene","CDIC typeA"
4.49160686491506e-05,3,"Pdss2","gene","CDIC typeA"
0.000350109293905218,3,"Phf6","gene","CDIC typeA"
1.01609408145046e-05,3,"Phf8","gene","CDIC typeA"
1.80993064283543e-05,3,"Phkb","gene","CDIC typeA"
0.000124817329596337,1,"Pigk","gene","CDIC typeA"
0.000862860667148776,4,"Pkn2","gene","CDIC typeA"
0.000595550316397953,2,"Ppp5c","gene","CDIC typeA"
7.24032197408235e-06,1,"Psmb6","gene","CDIC typeA"
9.02290800897272e-05,3,"Psmd8","gene","CDIC typeA"
0.000610974385082046,2,"Rad52","gene","CDIC typeA"
0.000253085570564985,2,"Ralgapa1","gene","CDIC typeA"
3.10699776633138e-05,3,"Rbm33","gene","CDIC typeA"
0.000929399454258994,4,"Riok2","gene","CDIC typeA"
1.69865368810822e-05,1,"Rnf111","gene","CDIC typeA"
5.12074532492216e-05,1,"Rnf139","gene","CDIC typeA"
0.000350509307736596,1,"Rps16","gene","CDIC typeA"
0.000178927032501423,3,"Rps6kl1","gene","CDIC typeA"
0.00140988129209475,3,"Runx1","TF","CDIC typeA"
0.00040405496546785,4,"Runx1","gene","CDIC typeA"
0.000109150097484076,1,"Sars2","gene","CDIC typeA"
1.69629208079795e-05,3,"Selenof","gene","CDIC typeA"
4.79000857912379e-05,1,"Senp8","gene","CDIC typeA"
0.000799798052880208,4,"Set","gene","CDIC typeA"
0.000755245716357623,1,"Setbp1","TF","CDIC typeA"
1.37690214500415e-05,3,"Setbp1","gene","CDIC typeA"
0.000407391463950673,3,"Sfr1","gene","CDIC typeA"
0.000286469732044383,3,"Slc31a1","gene","CDIC typeA"
3.11745456813281e-05,3,"Supt5","gene","CDIC typeA"
3.96141331684858e-05,1,"Taf13","gene","CDIC typeA"
3.85095127334933e-05,1,"Taf1a","gene","CDIC typeA"
8.34628748345605e-05,1,"Taf5","gene","CDIC typeA"
6.75583476440684e-05,3,"Taz","gene","CDIC typeA"
5.34388273151196e-05,3,"Tbc1d23","gene","CDIC typeA"
0.000361935797614946,1,"Tbc1d8","gene","CDIC typeA"
2.5841802424487e-05,3,"Tcea1","gene","CDIC typeA"
0.00227043734269982,3,"Tcf4","TF","CDIC typeA"
2.03406635154427e-05,3,"Tcf4","gene","CDIC typeA"
7.35898930530715e-05,3,"Tgds","gene","CDIC typeA"
2.6547750368306e-05,3,"Timm23","gene","CDIC typeA"
0.000372322576574472,1,"Tmem177","gene","CDIC typeA"
9.25402503391565e-05,3,"Tmtc3","gene","CDIC typeA"
0.000226199146085032,3,"Tomm7","gene","CDIC typeA"
0.000223946026872867,1,"Trappc5","gene","CDIC typeA"
2.7938579253309e-05,1,"Tsen2","gene","CDIC typeA"
0.000218722566241762,1,"Ttc23","gene","CDIC typeA"
0.000203893863438567,1,"Tti2","gene","CDIC typeA"
4.06550995399336e-05,1,"Tube1","gene","CDIC typeA"
7.25860558414356e-06,1,"Txnl1","gene","CDIC typeA"
3.80289001855497e-05,1,"Ubr1","gene","CDIC typeA"
0.00022384054887152,3,"Usp31","gene","CDIC typeA"
2.10124949905126e-05,1,"Usp48","gene","CDIC typeA"
3.323537052575e-05,1,"Utp14a","gene","CDIC typeA"
0.000316028201092238,3,"Utp14b","gene","CDIC typeA"
1.98929575040308e-05,3,"Utp25","gene","CDIC typeA"
0.000322800627643361,1,"Vamp8","gene","CDIC typeA"
7.90172282815309e-06,1,"Wdr7","gene","CDIC typeA"
8.53144950914436e-05,3,"Zc3h10","gene","CDIC typeA"
0.000607165814335621,4,"Zc3h15","gene","CDIC typeA"
0.00209937721479727,3,"Zeb1","TF","CDIC typeA"
1.29671377830977e-05,1,"Zeb1","gene","CDIC typeA"
9.94494237397748e-06,3,"Zfp330","gene","CDIC typeA"
0.000319103728340564,1,"Zmat2","gene","CDIC typeA"
0.000315708328293351,3,"Znhit6","gene","CDIC typeA"
1.26605795345099e-05,1,"Zzef1","gene","CDIC typeA"
8.19495656454705e-05,2,"1700016H13Rik","gene","CDIC typeB"
0.00019909887559821,1,"2510039O18Rik","gene","CDIC typeB"
5.10019364488692e-05,2,"4922502D21Rik","gene","CDIC typeB"
8.08521483373796e-05,1,"4930579G24Rik","gene","CDIC typeB"
6.08276895707456e-05,2,"Aasdh","gene","CDIC typeB"
3.47029565234956e-05,1,"Abcc10","gene","CDIC typeB"
5.7216099933845e-05,1,"Abt1","gene","CDIC typeB"
5.48291577300215e-05,1,"Aff1","gene","CDIC typeB"
7.56498071991878e-05,1,"Anapc7","gene","CDIC typeB"
6.54570193831475e-05,1,"Anp32a","gene","CDIC typeB"
0.00125054915727703,1,"Apex1","TF","CDIC typeB"
5.10430347320065e-05,1,"Apex1","gene","CDIC typeB"
7.04444662293765e-05,1,"Apopt1","gene","CDIC typeB"
6.00419343067666e-05,2,"Arl5b","gene","CDIC typeB"
3.42394231423609e-05,1,"Asb7","gene","CDIC typeB"
0.000297550541791658,2,"Bag5","gene","CDIC typeB"
0.00376882698408609,2,"Bcl11a","TF","CDIC typeB"
1.81240801504392e-05,1,"Bcl11a","gene","CDIC typeB"
9.19874443082958e-05,1,"Bet1l","gene","CDIC typeB"
6.28944366429435e-05,2,"Bmp5","gene","CDIC typeB"
0.00114527949060443,1,"Brca1","TF","CDIC typeB"
0.000190683958076966,1,"Brca1","gene","CDIC typeB"
0.000143820456170276,1,"Casc1","gene","CDIC typeB"
6.12001266761902e-05,1,"Ccdc174","gene","CDIC typeB"
7.64594034990589e-05,2,"Ccdc184","gene","CDIC typeB"
4.02069471876508e-05,1,"Cdk8","gene","CDIC typeB"
5.51879596762408e-05,2,"Cdkn2c","gene","CDIC typeB"
0.00213856845035559,1,"Cebpb","TF","CDIC typeB"
9.71810061134468e-05,2,"Cebpb","gene","CDIC typeB"
4.56415458623646e-05,1,"Cep192","gene","CDIC typeB"
6.65970646399865e-05,1,"Cep290","gene","CDIC typeB"
3.11119356806985e-05,1,"Cept1","gene","CDIC typeB"
4.16215906121064e-05,1,"Chek1","gene","CDIC typeB"
7.21797123086171e-05,1,"Cherp","gene","CDIC typeB"
0.000240340426875692,1,"Ciao3","gene","CDIC typeB"
6.15802873615905e-05,1,"Clec16a","gene","CDIC typeB"
8.86354628726088e-05,2,"Cnih2","gene","CDIC typeB"
0.000113195876292182,1,"Cnpy1","gene","CDIC typeB"
2.97347163852424e-05,1,"Cox4i1","gene","CDIC typeB"
8.95588059966942e-05,1,"Crls1","gene","CDIC typeB"
5.924534864238e-05,1,"Ctnnbl1","gene","CDIC typeB"
7.64286664019456e-05,1,"Cwf19l2","gene","CDIC typeB"
4.65783876154582e-05,1,"Cyb5d2","gene","CDIC typeB"
6.28470765546036e-05,2,"Czib","gene","CDIC typeB"
